Source,Target,Test Case Number,Migrate,TP,FP,TN,FN
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,14,"0, 1, 3, 10","0, 1, 3, 10",,"2, 4, 5, 6, 7, 8, 9, 11, 12, 13"
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,14,"0, 1, 3, 10, 13","0, 1, 3, 10, 13",,"2, 4, 7, 8, 11, 12"
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,14,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,"11, 12, 13"
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,14,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",11,12
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,7,"0, 2, 3, 4","0, 2, 3, 4",,"1, 5, 6"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,7,"0, 3, 4","0, 3, 4",,"1, 2, 5, 6"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,7,"0, 2, 3, 4, 6","0, 2, 3, 4, 6",,"1, 5"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,7,"0, 2, 3, 4","0, 2, 3, 4",,"1, 5, 6"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,7,"0, 3, 4","0, 3, 4",,"1, 2, 5, 6"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,7,"0, 3, 4, 6","0, 3, 4, 6",,"1, 2, 5"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,7,"0, 3, 4, 6","0, 3, 4, 6",,"1, 2, 5"
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,7,"0, 2, 3, 4","0, 2, 3, 4",,
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,7,"0, 2, 3, 4, 6","0, 2, 3, 4, 6",,"1, 5"
