Target Contract,Source Contract,# Covered Function,Covered Historical Tx (%)
TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,5,0.991991991991992
TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,5,0.991991991991992
TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,5,0.991991991991992
TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,4,0.991991991991992
TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,4,0.10710710710710711
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,5,0.5025025025025025
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,3,0.8138138138138138
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,4,0.5025025025025025
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,3,0.43743743743743746
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,3,0.6186186186186187
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,5,1.0
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,4,0.934934934934935
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,6,0.934934934934935
TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,3,0.6186186186186187
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2,0.531062124248497
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,2,0.006012024048096192
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,2,0.531062124248497
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,2,0.531062124248497
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,3,0.5370741482965932
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,3,0.5370741482965932
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,3,0.5370741482965932
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,3,0.5370741482965932
TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,3,0.5370741482965932
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2,0.08316633266533066
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,4,0.46392785571142287
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,2,0.08316633266533066
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,3,0.0841683366733467
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,6,0.9749498997995992
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,3,0.5460921843687375
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,4,0.5470941883767535
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,3,0.5460921843687375
WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,4,0.8577154308617234
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2,0.0
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,3,0.001001001001001001
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,3,0.001001001001001001
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,4,0.02702702702702703
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,4,0.02702702702702703
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,4,0.028028028028028028
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,3,0.02702702702702703
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,3,0.02702702702702703
CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,5,0.028028028028028028
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,4,0.996996996996997
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,2,0.0
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,3,0.993993993993994
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,6,0.996996996996997
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,5,0.996996996996997
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,4,0.993993993993994
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,5,0.996996996996997
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,6,0.993993993993994
FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,3,0.001001001001001001
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,4,0.34534534534534533
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,3,0.6296296296296297
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,3,0.08408408408408409
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,4,0.34434434434434436
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,4,0.973973973973974
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,5,0.973973973973974
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,5,0.995995995995996
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,5,0.6916916916916916
PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,5,0.6926926926926927
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,BNB_0xB8c77482e45F1F44dE1745F52C74426C631bDD52,5,0.996996996996997
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,CroToken_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,3,0.001001001001001001
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,FetchToken_0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,4,0.996996996996997
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,IMXToken_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,6,0.996996996996997
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,PepeToken_0x6982508145454ce325ddbe47a25d4ec3d2311933,6,0.996996996996997
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,TetherToken_0xdac17f958d2ee523a2206206994597c13d831ec7,5,0.997997997997998
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,TokenMintERC20Token_0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,5,0.996996996996997
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,TRX_0x50327c6c5a14dcade707abad2e27eb517df87ab5,6,0.996996996996997
GraphToken_0xc944e90c64b2c07662a292be6244bdf05cda44a7,WBTC_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,5,0.38238238238238237
